,zpid,address,city_state_zip,latitude,longitude,message_code,zestimate,rentzestimate,valuation_high,valuation_low,valuechange,home value index,tax assessment,tax assess year,year built,lot size,finished sq ft,bedrooms,bathrooms,Housing Growth
469,20202079,24604 Sagecrest Cir, Santa Clarita CA 91381,34.37006509,-118.5652713,0,729942,3300,766439,693445,-112,"459,200",574039,2017,1987,13447,2312,4,3,-0.001841242
470,20207763,24506 Golden Oak Ln, Santa Clarita CA 91321,34.38045448,-118.5074378,0,1467886,6499,1541280,1365134,2569,"477,300",942169,2017,1988,108900,5572,5,4,0.021001631
471,20205354,23876 Wildwood Canyon Rd, Santa Clarita CA 91321,34.36251935,-118.5280319,0,815857,3300,856650,775064,18685,"459,200",110014,2017,1964,107123,2413,4,3,0.274827574
472,20208677,21618 Oak Orchard Rd, Santa Clarita CA 91321,34.38536806,-118.5155603,0,693570,3100,728248,658892,2194,"459,200",674622,2017,1960,31340,1813,3,2,0.037960119
473,20224976,25625 Palma Alta Dr, Santa Clarita CA 91355,34.40223587,-118.5431842,0,478070,2400,501973,454167,5896,"530,000",433500,2017,1980,3571,1018,3,2,0.147995063
474,20219205,24234 Lema Dr, Santa Clarita CA 91355,34.389331,-118.560024,0,459677,2500,482661,436693,5924,"530,000",291479,2017,1975,2099,1462,4,2,0.15464772
475,20210602,22415 Cardiff Dr, Santa Clarita CA 91350,34.40445319,-118.5253078,0,686203,3200,720513,651893,5697,"477,300",662339,2017,1988,15834,2353,4,3,0.099626495
476,50882521,23944 Windward Ln, Santa Clarita CA 91355,34.43033126,-118.5570395,0,873162,3800,916820,829504,31951,"530,000",752169,2017,2001,5662,3255,4,3,0.43910752
477,50903295,22601 White Wing Way, Santa Clarita CA 91350,34.39606089,-118.5331795,0,760954,3200,799002,722906,963,"476,300",635659,2017,1999,6503,2520,5,3,0.0151862
478,20225290,25762 Alta Dr, Santa Clarita CA 91355,34.4055121,-118.5458158,0,683425,3100,717596,649254,-4520,"530,000",464960,2017,1984,5977,2279,4,3,-0.079364963
479,20206904,23153 1/2 8th St, Santa Clarita CA 91321,34.37462553,-118.5357595,0,534486,3000,561210,507762,26379,"459,200",467500,2017,1965,10571,1250,3,2,0.592247505
480,20205835,24166 Creekside Dr, Santa Clarita CA 91321,34.36156307,-118.5405289,0,783956,3695,823154,744758,11885,"459,200",643146,2017,1986,8906,3140,3,4,0.181923475
481,50894008,25301 Heather Vale St, Santa Clarita CA 91350,34.39461546,-118.5338478,0,701869,3200,736962,666776,6673,"476,300",636000,2017,1999,7366,2328,5,3,0.114089666
482,20222467,23926 Vía Hamaca, Santa Clarita CA 91355,34.38721729,-118.554713,0,626951,2900,658299,595603,9023,"530,000",390853,2017,1969,7840,1769,3,2,0.172702492
483,20223354,25503 Langston St, Santa Clarita CA 91355,34.3912902,-118.550667,0,547064,2700,574417,519711,-3807,"530,000",365400,2017,1974,5500,1442,3,2,-0.083507597
484,20224539,25538 Vía Pacifica, Santa Clarita CA 91355,34.39813986,-118.5474545,0,602822,2800,632963,572681,-2336,"530,000",566100,2017,1979,6383,1599,3,2,-0.046501289
485,20207852,21720 Placerita Canyon Rd, Santa Clarita CA 91321,34.38166704,-118.5191422,0,806958,3195,847306,766610,-16074,"459,200",114804,2017,1961,29683,2256,4,2,-0.239031028
486,54943999,27054 Clarence Ct, Santa Clarita CA 91355,34.42948694,-118.5611108,0,693903,3200,728598,659208,1971,"530,000",470958,2017,2001,3763,2415,4,3,0.034085456
487,20219267,24535 Farrow Dr, Santa Clarita CA 91355,34.38127896,-118.56396,0,762168,3295,800276,724060,5921,"530,000",658869,2017,1979,15456,2288,4,3,0.093223541
488,50894092,24707 Napa Ct, Santa Clarita CA 91355,34.41345278,-118.5682185,0,1620810,9999,1750475,1539770,-25545,"530,000",1800300,2017,2001,17664,4565,4,6,-0.189127658
489,20219249,24243 Vista Hills Dr, Santa Clarita CA 91355,34.38384735,-118.5600546,0,1095478,5450,1150252,1040704,6836,"530,000",927877,2017,1980,19947,4056,4,4,0.07488238
490,20208653,21157 Placeritos Blvd, Santa Clarita CA 91321,34.38315889,-118.5072149,0,1328483,3529,1434762,1222204,162084,"459,200",594448,2017,1977,49222,4979,6,6,1.464081964
491,20221250,24912 Avenida Balita, Santa Clarita CA 91355,34.38429528,-118.5418526,0,595634,2945,625416,565852,7224,"530,000",259060,2017,1969,6848,1817,4,2,0.145539039
492,20205688,23598 Stillwater Pl, Santa Clarita CA 91321,34.36755815,-118.5455818,0,893051,3100,937704,848398,4192,"459,200",693600,2017,1987,7424,4,5,5,0.05632825
493,21334983,1101-1105 Lilienthal Ln, Redondo Beach CA 90278,33.86418621,-118.3658394,0,942689,,989823,895555,,"855,300",156339,2017,1962,6213,1764,3,2,
494,21265915,1536 W 222nd St, Torrance CA 90501,33.82548772,-118.3052038,0,598835,2800,628777,568893,5477,"459,700",334276,2017,1952,7200,1549,3,2,0.109753104
495,20372467,3132 185th St, Torrance CA 90504,33.86263708,-118.3279669,0,721006,2975,757056,684956,12779,"630,700",320768,2017,1950,6499,1256,3,2,0.212686163
496,21332589,4109 Emerald St, Torrance CA 90503,33.84210434,-118.3570452,0,1451973,3000,1655249,1176098,-45562,"744,600",541658,2017,1963,6901,4302,8,6,-0.376552457
497,21279166,2127 W 237th St, Torrance CA 90501,33.80996584,-118.3182728,0,875936,3300,919733,832139,9680,"741,900",105357,2017,1965,5784,2154,5,3,0.132612428
498,21328017,21734 Evalyn Ave, Torrance CA 90503,33.83074339,-118.3621357,0,957442,3700,1005314,909570,3569,"809,400",934000,2017,1955,6227,1740,4,2,0.044731691
499,21333339,4202 Carmen St, Torrance CA 90503,33.83297202,-118.358228,0,930185,3400,976694,883676,10838,"809,400",439353,2017,1956,5601,1720,3,3,0.139817348
500,20372624,18700 Crenshaw Blvd, Torrance CA 90504,33.86125841,-118.3253752,0,604186,2800,634395,573977,10436,"630,700",386720,2017,1951,5644,850,3,1,0.207273919
501,21333846,22733 Anza Ave, Torrance CA 90505,33.82160254,-118.3601114,0,859126,3395,902082,816170,8079,"869,800",643589,2017,1953,5375,1616,3,1,0.112844914
502,2117437376,2602 Cabrillo Ave, Torrance CA 90501,33.82135613,-118.3146604,0,753742,2900,829116,693443,-1068,"595,500",461549,2017,1990,5505,1952,4,3,-0.017003166
503,21274049,1924 Middlebrook Rd, Torrance CA 90501,33.81725868,-118.3141572,0,899318,3600,944284,854352,10061,"741,900",754510,2017,1948,6381,2339,4,3,0.134248397
504,21283053,22741 Date Ave, Torrance CA 90505,33.81956326,-118.3294269,0,805505,3000,845780,765230,22512,"869,800",109586,2017,1960,6163,1470,3,2,0.33537222
505,21330330,19802 Tomlee Ave, Torrance CA 90503,33.85162029,-118.3770901,0,1022016,3400,1073117,970915,23089,"595,500",564769,2017,1970,5000,1667,3,2,0.271099474
506,20375842,2707 W 179th St, Torrance CA 90504,33.8686629,-118.3235357,0,717283,2975,753147,681419,14399,"613,300",93109,2017,1953,5151,1580,3,2,0.240892367
507,20374042,17119 Faysmith Ave, Torrance CA 90504,33.87459587,-118.3315888,0,768533,3000,806960,730106,5899,"630,700",317550,2017,1963,7015,1740,4,2,0.092107951
508,21329899,5405 Towers St, Torrance CA 90503,33.85570768,-118.3706326,0,1029656,3650,1081139,978173,17425,"798,600",649354,2017,1956,7212,1796,5,2,0.203077533
509,21326963,23003 Doris Way, Torrance CA 90505,33.81937802,-118.3743652,0,1321069,4500,1387122,1255016,11080,"869,800",927345,2017,1947,11440,2047,4,2,0.100645765
510,21266078,1302 W 223rd St, Torrance CA 90501,33.824234,-118.2996501,0,672245,3000,705857,638633,-587,"459,700",430420,2017,1979,3484,2364,4,2,-0.010478323
511,21336966,24245 Ward St, Torrance CA 90505,33.8024127,-118.3489934,0,972609,2950,1021239,923979,9131,"790,000",284911,2017,1920,5981,2000,4,2,0.11265781
512,21327390,5321 Jacques St, Torrance CA 90503,33.83093456,-118.3703465,0,1240347,4000,1302364,1178330,23080,"809,400",233708,2017,1955,8595,2366,3,3,0.223292353
513,21274773,1625 Maple Ave, Torrance CA 90503,33.83190228,-118.3401376,0,873059,3200,916712,829406,5392,"745,900",751000,2017,1955,5952,1558,5,2,0.07411183
514,21278045,2460 229th Pl, Torrance CA 90505,33.81780507,-118.3278419,0,867677,3250,911061,824293,27859,"741,900",750000,2017,1963,5821,1775,4,3,0.38529084
515,20373793,3462 W 170th St, Torrance CA 90504,33.87674637,-118.3328395,0,658930,2900,691876,625984,6243,"630,700",298597,2017,1974,116183,1542,3,3,0.113693412
516,20369587,4033 184th St, Torrance CA 90504,33.86435118,-118.3454364,0,762793,2800,800933,724653,18314,"630,700",642702,2017,1954,5357,1524,4,2,0.288109618
517,21267215,21122 Harvard Blvd, Torrance CA 90501,33.83723269,-118.3064093,0,559206,2850,587166,531246,-2691,"459,700",515000,2017,1949,8491,1313,3,2,-0.057746162
518,20373364,17801 Glenburn Ave, Torrance CA 90504,33.8693551,-118.3305988,0,710238,2950,745750,674726,9341,"630,700",359565,2017,1955,5300,1249,3,2,0.157823152
519,21330789,19417 Anza Ave, Torrance CA 90503,33.85395138,-118.3641978,0,797979,3100,837878,758080,11096,"798,600",337061,2017,1954,5405,1112,3,1,0.166861534
520,21268629,1551 W 206th St, Torrance CA 90501,33.84413195,-118.3059075,0,562395,2800,590515,528651,296,"459,700",381971,2017,1949,7013,1419,3,2,0.006315846
521,21327693,5028 Lee St, Torrance CA 90503,33.83583967,-118.3666407,0,1016519,3700,1067345,965693,16065,"809,400",110872,2017,1956,6760,2075,3,2,0.189647218
522,21332168,20357 Madison St, Torrance CA 90503,33.84700059,-118.3488261,0,905076,3700,950330,859822,7445,"869,600",772731,2017,1964,6002,2108,4,2,0.098709943
523,21267210,21146 Harvard Blvd, Torrance CA 90501,33.83708214,-118.3059969,0,674316,3000,708032,640600,106,"459,700",332782,2017,1953,8491,2404,5,2,0.001886356
524,21265724,1349 W 221st St, Torrance CA 90501,33.82692114,-118.3013462,0,515391,2250,541161,489621,6024,"459,700",251864,2017,1931,6500,754,2,1,0.140258561
525,21330797,5013 Deelane St, Torrance CA 90503,33.85252695,-118.3633305,0,956409,3600,1004229,908589,9080,"798,600",379003,2017,1955,5701,1792,3,2,0.113926155
526,21344235,3399 Candlewood Rd, Torrance CA 90505,33.79560628,-118.3477967,0,1021805,3601,1072895,970715,13722,"934,100",478412,2017,1975,5716,2050,4,3,0.161150122
527,20376581,18114 Manhattan Pl, Torrance CA 90504,33.86596903,-118.3101534,0,656241,3000,689053,623429,27286,"613,300",441464,2017,1981,5812,1918,3,3,0.498950843
528,20374701,17318 Casimir Ave, Torrance CA 90504,33.87386659,-118.3215411,0,528203,2700,554613,501793,12908,"613,300",461000,2017,1981,176904,1237,2,3,0.29325089
529,82582698,2365 Plaza del Amo, Torrance CA 90501,33.83050276,-118.322872,0,501828,2700,526919,476737,-3010,"459,700",441383,2017,2005,43004,1540,3,2,-0.071976853
530,21333347,21730 Ladeene Ave, Torrance CA 90503,33.83255973,-118.3592322,0,874133,3200,917840,830426,7955,"809,400",654223,2017,1956,6098,1140,3,2,0.10920535
531,21282836,3853 W 231st Pl, Torrance CA 90505,33.81656784,-118.3530964,0,1039879,3700,1091873,987885,19853,"855,300",481453,2017,1965,6769,2112,4,3,0.229099732
532,21344451,3037 Lazy Meadow Dr, Torrance CA 90505,33.79222348,-118.3421935,0,1096004,3780,1150804,1041204,10303,"934,100",187574,2017,1975,5713,2561,5,3,0.112806158
533,21326804,5457-5465 Sharynne Ln, Torrance CA 90505,33.82022002,-118.3734441,0,1712821,4812,1798462,1627180,15639,"869,800",177135,2017,1947,10977,2557,6,3,0.109566616
534,20372080,18712 Felbar Ave, Torrance CA 90504,33.86053864,-118.3385843,0,760967,2950,799015,722919,10951,"630,700",198950,2017,1954,6897,1541,4,2,0.1726908
535,21332980,4298 Michelle Dr, Torrance CA 90503,33.84684398,-118.3593177,0,1121540,3900,1177617,1065463,-13945,"744,600",335191,2017,1979,6691,2434,4,3,-0.149205557
536,21332814,21020 Ladeene Ave, Torrance CA 90503,33.83887653,-118.3605502,0,1572946,3000,1745970,1447110,22238,"744,600",201902,2017,1963,6290,4271,8,6,0.169653631
537,20372274,3953 188th St, Torrance CA 90504,33.86035461,-118.3434032,0,836513,3200,878339,794687,39666,"630,700",537179,2017,1976,6025,2045,4,2,0.56901925
538,65249331,4299 W 190th St, Torrance CA 90504,33.85924583,-118.349181,0,926908,3500,973253,880563,3759,"630,700",710406,2017,2004,131748,2580,4,4,0.048665024
539,21331622,4729 Deelane St, Torrance CA 90503,33.8523141,-118.359005,0,932905,3300,979550,886260,7352,"798,600",261643,2017,1954,5200,1616,3,2,0.094569115
540,21271612,2130 Plaza del Amo, Torrance CA 90501,33.8262295,-118.3197305,0,610931,2850,641478,580384,-3287,"595,500",353851,2017,1979,174102,1490,3,3,-0.064563756
541,21278536,2445 W 232nd St, Torrance CA 90501,33.81513569,-118.3267924,0,1278215,4071,1342126,1214304,39252,"741,900",565195,2017,1954,10149,3578,7,5,0.368501387
542,21276549,3706 W 224th St, Torrance CA 90505,33.82420453,-118.3489409,0,811534,3150,852111,770957,5440,"819,500",592756,2017,1956,5000,1283,4,2,0.080440253
543,21336758,4730 Newton St, Torrance CA 90505,33.80781583,-118.3669597,0,1159646,3992,1217628,1101664,21213,"744,600",286976,2017,1963,8305,1646,4,2,0.219511817
544,21327420,21832 Barbara St, Torrance CA 90503,33.82989772,-118.3742936,0,1263331,4200,1326498,1200164,14631,"809,400",510994,2017,1955,7227,2321,4,3,0.138975455
